City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Honningsvåg,75,NO,1632287678,75,70.9821,25.9704,42.55,27.63
Novy Urengoy,39,RU,1632287679,66,66.0833,76.6333,35.56,15.73
Leningori,100,GE,1632287679,67,42.126,44.4833,63.91,5.17
Baruun-Urt,5,MN,1632287680,40,46.6806,113.2792,68.43,4.18
Dabakala,100,CI,1632287478,96,8.3667,-4.4333,71.78,3.87
San Patricio,6,US,1632287680,70,28.017,-97.5169,84.06,9.19
Korsakov,100,RU,1632287680,97,46.6328,142.7813,53.44,9.01
Ust-Maya,3,RU,1632287681,45,60.4167,134.5333,52.75,2.91
Neuquén,0,AR,1632287424,35,-38.9516,-68.0591,57.09,12.66
Alta Floresta,64,BR,1632287681,30,-9.8756,-56.0861,75.52,2.24
San Cristobal,82,VE,1632287682,95,7.7669,-72.225,64.83,2.19
Vilhena,6,BR,1632287682,29,-12.7406,-60.1458,73.9,2.37
Jacmel,73,HT,1632287682,81,18.2342,-72.5347,82.24,2.28
Kousséri,100,CM,1632287683,80,12.0769,15.0306,77.45,0.92
Labuhan,76,ID,1632287683,57,-6.8844,112.2051,86.9,10.98
Herat Province,0,AF,1632287684,19,34.5,62.0,76.71,13.29
Pemangkat,57,ID,1632287684,68,1.1667,108.9667,85.24,8.81
Yaan,100,NG,1632287685,97,7.3833,8.5667,70.5,3.6
Mount Gambier,90,AU,1632287685,82,-37.8333,140.7667,57.11,12.66
Lüderitz,5,NA,1632287686,42,-26.6481,15.1594,63.36,7.87
Bereket,0,TM,1632287686,15,39.2446,55.5154,78.15,12.66
Sadove,77,UA,1632287686,67,46.2487,30.1795,46.36,12.59
Henties Bay,0,NA,1632287687,79,-22.116,14.2845,53.85,1.25
Keetmanshoop,4,NA,1632287687,18,-26.5833,18.1333,56.48,9.51
Pucara,100,PE,1632287688,72,-15.9803,-71.4606,38.1,2.13
Touros,3,BR,1632287404,88,-5.1989,-35.4608,74.3,9.46
Luga,100,RU,1632287688,94,58.7372,29.8453,41.07,6.69
Sakakah,1,SA,1632287689,21,29.9697,40.2064,81.09,5.46
Charagua,92,BO,1632287689,86,-19.8,-63.2167,55.94,4.54
Dalby,0,AU,1632287690,11,-27.1833,151.2667,74.98,3.0
Gobabis,8,NA,1632287690,17,-22.45,18.9667,57.67,8.88
Beni Mazar,0,EG,1632287690,58,28.4962,30.8029,76.73,12.33
Chengde,0,CN,1632287691,54,40.9725,117.9361,71.74,5.39
Malanje,13,AO,1632287691,80,-9.5402,16.341,63.88,4.18
Cumpas,99,MX,1632287692,59,29.9833,-109.7833,76.44,2.48
Marsh Harbour,100,BS,1632287692,74,26.5412,-77.0636,82.49,8.16
Pangnirtung,64,CA,1632287692,58,66.1451,-65.7125,30.61,4.7
Rosário do Sul,96,BR,1632287693,81,-30.2583,-54.9142,48.9,14.14
Isla Vista,1,US,1632287693,73,34.4133,-119.861,82.67,0.0
Yulara,0,AU,1632287694,13,-25.2406,130.9889,72.97,15.17
La Ronge,89,CA,1632287694,68,55.1001,-105.2842,53.17,5.46
Tayoltita,88,MX,1632287695,71,24.0833,-105.9333,67.98,8.1
Tortosa,66,ES,1632287695,68,40.8125,0.5216,69.08,6.04
Lorengau,98,PG,1632287695,68,-2.0226,147.2712,84.65,7.23
Bilibino,100,RU,1632287696,56,68.0546,166.4372,29.32,1.45
Kalemie,87,CD,1632287696,47,-5.9475,29.1947,77.5,2.98
Anshun,18,CN,1632287697,66,26.25,105.9333,75.25,15.64
Tshikapa,62,CD,1632287697,56,-6.4167,20.8,74.86,2.08
Nordhausen,100,DE,1632287698,91,51.5167,10.8,53.55,5.41
Pāsighāt,91,IN,1632287698,80,28.0667,95.3333,80.55,1.25
Dhārchula,73,IN,1632287698,76,29.85,80.5333,76.8,2.8
Assiniboia,2,CA,1632287699,33,49.6334,-105.9845,55.18,8.9
Tynda,57,RU,1632287699,59,55.1667,124.7167,59.29,3.91
Teknāf,92,BD,1632287700,71,20.8624,92.3058,84.16,5.32
Taikang,100,CN,1632287700,92,46.8333,124.4167,53.42,21.83
Smirnykh,100,RU,1632287700,85,49.75,142.8333,53.44,3.44
Shiyan,5,CN,1632287701,47,32.6475,110.7781,87.91,5.39
Atar,5,MR,1632287703,25,20.5169,-13.0499,83.46,9.55
College,75,US,1632287703,67,64.8569,-147.8028,34.59,0.0
Pangkalanbuun,91,ID,1632287704,45,-2.6833,111.6167,91.89,4.38
Port Hawkesbury,2,CA,1632287704,93,45.6169,-61.3485,59.59,1.01
Jizan,96,SA,1632287705,37,17.3333,42.6667,96.51,4.7
Talcahuano,90,CL,1632287705,82,-36.7167,-73.1167,53.28,3.44
Rahā,69,IN,1632287706,73,26.2333,92.5167,85.62,2.24
Cochrane,90,CA,1632287706,44,51.1834,-114.4687,59.43,3.44
Vieques,40,PR,1632287707,83,18.425,-65.8329,80.62,5.75
Zanjān,0,IR,1632287707,34,36.6736,48.4787,69.62,5.79
Stykkisholmur,98,IS,1632287708,75,65.0757,-22.7297,34.75,5.59
Emerald,0,AU,1632287708,13,-23.5333,148.1667,75.61,16.78
Port Montt,90,CL,1632287709,100,-41.4698,-72.9447,47.23,1.14
Husavik,100,IS,1632287709,94,66.0449,-17.3389,33.71,19.84
Carballo,7,ES,1632287710,93,43.213,-8.691,60.91,7.18
Opuwo,9,NA,1632287710,30,-18.0607,13.84,67.78,2.73
Bambous Virieux,40,MU,1632287711,53,-20.3428,57.7575,75.45,9.22
Codogno,1,IT,1632287711,84,45.1619,9.7022,64.81,2.82
Keïta,30,NE,1632287711,61,14.7551,5.7749,82.4,7.9
Divo,99,CI,1632287712,98,5.8397,-5.36,72.34,3.42
Lompoc,1,US,1632287712,94,34.6391,-120.4579,67.21,4.61
Cap Malheureux,5,MU,1632287713,54,-19.9842,57.6142,75.69,7.0
Kajaani,90,FI,1632287713,100,64.2273,27.7285,32.05,5.75
Hinton,100,CA,1632287713,80,53.4001,-117.5857,51.84,5.08
Abhā,75,SA,1632287714,64,18.2164,42.5053,67.82,0.0
San Quintín,0,MX,1632287714,75,30.4833,-115.95,72.99,7.07
Addis Ababa,100,ET,1632287715,92,9.025,38.7469,54.3,2.73
Tadine,66,NC,1632287715,70,-21.55,167.8833,76.1,11.39
Villazón,97,BO,1632287716,80,-22.0866,-65.5942,47.05,5.32
Taoudenni,1,ML,1632287716,11,22.6783,-3.9836,91.47,12.46
Panzhihua,75,CN,1632287716,58,26.5851,101.7128,82.72,1.77
Kribi,100,CM,1632287717,91,2.95,9.9167,75.13,6.11
Novikovo,98,RU,1632287717,83,51.1537,37.8879,46.24,5.97
Adiaké,100,CI,1632287718,95,5.2863,-3.304,76.59,4.23
Pak Phanang,99,TH,1632287718,64,8.3511,100.202,91.42,10.89
Porto Belo,38,BR,1632287719,73,-27.1578,-48.5531,58.98,12.44
Akureyri,20,IS,1632287719,93,65.6835,-18.0878,33.73,4.61
Mount Isa,53,AU,1632287720,9,-20.7333,139.5,74.97,13.8
Kyzyl-Suu,0,KG,1632287720,52,42.3414,78.0056,60.94,5.82
Pokhara,100,NP,1632287704,86,28.2333,83.9833,73.18,0.47
Sinegor'ye,69,RU,1632287721,92,62.0788,150.477,36.77,1.21
Mogocha,69,RU,1632287721,58,53.7333,119.7667,62.58,7.43
Mrakovo,100,RU,1632287722,48,52.7161,56.6244,46.24,3.42
Kletskaya,94,RU,1632287722,69,49.3145,43.0584,56.34,11.48
Kemijärvi,78,FI,1632287723,85,66.7131,27.4306,32.68,7.38
Kalulushi,10,ZM,1632287723,37,-12.8378,28.0919,65.03,6.55
Ormara,62,PK,1632287724,84,25.2088,64.6357,81.93,11.63
Sangmélima,99,CM,1632287724,99,2.9333,11.9833,66.96,2.8
Salisbury,20,GB,1632287724,96,51.0693,-1.7957,51.62,1.14
Coquimbo,90,CL,1632287725,71,-29.9533,-71.3436,55.13,4.61
Gal'bshtadt,100,RU,1632287725,59,53.2264,78.9845,42.96,12.01
Linjiang,100,CN,1632287726,96,41.8069,126.9078,55.62,3.76
Bosaso,3,SO,1632287726,42,11.2842,49.1816,93.74,5.88
Mustafakemalpaşa,52,TR,1632287727,86,40.0353,28.4117,66.25,2.44
Plettenberg Bay,4,ZA,1632287727,65,-34.0527,23.3716,53.78,3.69
Ucluelet,100,CA,1632287434,85,48.9329,-125.5528,60.1,5.79
Whakatane,100,NZ,1632287728,87,-37.9585,176.9854,60.78,9.93
Vangaindrano,8,MG,1632287728,76,-23.35,47.6,71.38,9.24
Paamiut,100,GL,1632287728,56,61.994,-49.6678,36.68,5.53
Chipinge,91,ZW,1632287729,89,-20.1883,32.6236,58.15,7.2
Mersin Province,0,TR,1632287555,72,36.862,34.6509,76.35,3.38
Gizo Government Station,31,SB,1632287729,70,-8.103,156.8419,83.7,4.5
Iguape,100,BR,1632287730,74,-24.7081,-47.5553,63.95,14.97
Koumac,85,NC,1632287730,62,-20.5667,164.2833,76.6,10.87
Rome,20,US,1632287593,85,43.2128,-75.4557,69.84,5.75
Izyaslav,100,UA,1632287731,90,50.1195,26.8213,42.1,7.9
Nador,75,MA,1632287731,83,35.174,-2.9287,71.85,12.66
Mergen,100,CN,1632287732,62,49.1833,125.2167,61.45,13.56
Prokop'yevsk,100,RU,1632287732,97,53.9059,86.719,36.86,10.45
Zhoucheng,15,CN,1632287733,53,35.9122,116.3117,85.05,3.71
Lubango,20,AO,1632287733,30,-14.9172,13.4925,67.82,11.27
Tautira,5,PF,1632287733,74,-17.7333,-149.15,78.82,7.78
Itacoatiara,29,BR,1632287734,75,-3.1431,-58.4442,76.53,4.54
Jos,100,NG,1632287734,90,9.9167,8.9,65.77,3.2
Daloa,100,CI,1632287734,98,6.8774,-6.4502,71.22,4.45
Cabinda,99,AO,1632287735,85,-5.55,12.2,74.88,7.0
Ilulissat,40,GL,1632287735,80,69.2167,-51.1,26.62,2.3
Sur,12,OM,1632287736,51,22.5667,59.5289,91.58,5.55
Pochutla,93,MX,1632287736,83,15.7432,-96.4661,77.83,2.91
Viedma,0,AR,1632287736,71,-40.8135,-62.9967,47.41,12.37
Abancay,100,PE,1632287737,86,-13.6339,-72.8814,56.89,1.3
Quelimane,40,MZ,1632287737,94,-17.8786,36.8883,67.95,3.44
Bowen,25,AU,1632287738,36,-20.0167,148.2333,71.19,23.4
Koumra,100,TD,1632287738,94,8.9126,17.5539,71.85,3.13
Brae,99,GB,1632287739,92,60.3964,-1.353,57.11,29.51
Nabire,99,ID,1632287739,67,-3.3667,135.4833,84.78,3.96
Chapada dos Guimarães,4,BR,1632287739,29,-15.4606,-55.7497,76.66,3.15
Okha,69,RU,1632287740,68,53.5739,142.9478,52.88,7.18
Swellendam,0,ZA,1632287740,64,-34.0226,20.4417,43.18,3.18
Kaeo,79,NZ,1632287741,89,-35.1,173.7833,62.33,18.9
Lovozero,38,RU,1632287741,77,68.005,35.0117,38.41,6.67
Aleksandrovsk-Sakhalinskiy,100,RU,1632287741,74,50.8975,142.1561,53.02,10.47
Pacific Grove,1,US,1632287742,84,36.6177,-121.9166,71.15,1.99
Zhigansk,86,RU,1632287742,49,66.7697,123.3711,48.7,20.13
Wattegama,55,LK,1632287743,46,6.7989,81.4808,92.79,1.77
Iqaluit,90,CA,1632287743,100,63.7506,-68.5145,31.73,5.75
Port Alberni,99,CA,1632287743,89,49.2413,-124.8028,59.94,1.01
Horasan,85,TR,1632287744,51,40.0458,42.1728,58.46,2.21
Kahului,40,US,1632287744,76,20.8947,-156.47,77.02,13.8
Liwale,72,TZ,1632287745,83,-9.7667,37.9333,69.39,4.45
Gornopravdinsk,99,RU,1632287745,85,60.05,69.9,36.84,7.18
La Ligua,97,CL,1632287745,83,-32.4524,-71.2311,51.58,2.44
Roald,40,NO,1632287746,63,62.5833,6.1333,63.52,20.71
Forest Park,90,US,1632287746,95,39.2903,-84.5041,71.85,1.01
Port Augusta,0,AU,1632287747,42,-32.5,137.7667,71.71,9.93
Kaohsiung City,75,TW,1632287571,71,22.6163,120.3133,90.03,3.0
Galesong,87,ID,1632287747,62,-5.3166,119.3661,87.82,5.32
Rawson,0,AR,1632287748,37,-43.3002,-65.1023,58.14,22.84
Jutaí,75,BR,1632287748,96,-5.1833,-68.9,72.95,1.19
Maku,80,IR,1632287749,35,39.2911,44.4521,67.53,3.71
Tazovsky,13,RU,1632287749,67,67.4667,78.7,34.92,16.96
Tilichiki,100,RU,1632287749,93,60.4667,166.1,44.42,7.83
Guisa,45,CU,1632287750,93,20.255,-76.5386,77.31,2.86
Ketchikan,33,US,1632287750,92,55.3422,-131.6461,49.5,4.63
Gorkovskiy,100,RU,1632287750,77,45.6542,41.199,54.43,8.43
Kwang Binh,61,VN,1632287751,79,17.4833,106.6,83.46,6.35
Areosa,0,PT,1632287751,63,41.7178,-8.8571,64.96,5.61
Korla,5,CN,1632287752,19,41.7597,86.1469,79.84,16.26
Boguchany,100,RU,1632287752,90,58.3814,97.4531,38.19,7.92
Issoire,1,FR,1632287753,95,45.55,3.25,51.06,2.42
Hamilton,90,US,1632287607,95,39.1834,-84.5333,72.45,1.01
Ankpa,99,NG,1632287753,98,7.3706,7.6253,69.35,2.68
Gūdūr,100,IN,1632287754,46,14.1333,79.85,83.52,12.28
Kārsiyāng,41,IN,1632287754,69,26.8825,88.2773,70.79,5.48
Zhangye,27,CN,1632287755,18,38.9342,100.4517,77.99,7.18
Batatais,40,BR,1632287755,72,-20.8911,-47.585,66.18,9.6
Matagami,90,CA,1632287756,100,49.7502,-77.6328,44.71,8.05
Xochistlahuaca,78,MX,1632287756,97,16.7833,-98.25,74.23,2.48
Bereda,71,ES,1632287756,100,43.2686,-7.5406,58.91,7.02
Vila Velha,75,BR,1632287585,78,-20.3297,-40.2925,73.35,14.97
Verkhnyaya Inta,73,RU,1632287757,91,65.9811,60.3094,40.1,4.92
Uyemskiy,20,RU,1632287757,93,64.4743,40.8524,30.25,4.47
Omboué,98,GA,1632287758,85,-1.5746,9.2618,75.09,4.45
Eenhana,58,NA,1632287758,25,-17.4667,16.3333,65.95,5.39
Nansio,10,TZ,1632287758,63,-2.1333,33.05,74.93,8.41
Rincon,1,US,1632287759,99,32.296,-81.2354,78.66,0.0
Kattivākkam,100,IN,1632287760,57,13.2167,80.3167,82.49,4.23
Toamasina,40,MG,1632287760,73,-18.1667,49.3833,75.2,5.75
Petropavlovsk-Kamchatskiy,40,RU,1632287760,36,53.0452,158.6483,61.39,8.95
Mabaruma,41,GY,1632287761,94,8.2,-59.7833,73.17,1.88
Inhambane,75,MZ,1632287745,64,-23.865,35.3833,71.58,6.91
Freeport,90,US,1632287761,89,40.6576,-73.5832,73.98,3.0
Kungurtug,100,RU,1632287762,61,50.5994,97.5228,40.87,4.09
Camacha,40,PT,1632287762,68,33.0833,-16.3333,68.76,11.5
Skjervøy,100,NO,1632287763,71,70.0311,20.9714,48.2,23.17
Ballina,33,AU,1632287763,53,-28.8667,153.5667,71.78,17.56
Pogranichnyy,100,RU,1632287763,92,44.4064,131.3769,64.33,2.93
Bako,98,ET,1632287764,79,5.7833,36.5667,65.53,2.93
Vardø,45,NO,1632287764,78,70.3705,31.1107,41.2,32.3
Killybegs,20,IE,1632287765,88,54.6333,-8.45,57.45,17.02
Iseyin,100,NG,1632287765,97,7.9667,3.6,71.22,1.07
Iracoubo,83,GF,1632287766,89,5.4802,-53.2011,77.72,8.25
Erenhot,2,CN,1632287766,28,43.6475,111.9767,73.89,12.82
Edingen-Neckarhausen,0,DE,1632287766,94,49.4572,8.6064,47.28,2.3
Catuday,70,PH,1632287767,68,16.2923,119.8062,84.99,2.86
Kwinana,0,AU,1632287767,38,-32.25,115.7667,85.14,7.49
Catió,97,GW,1632287768,91,11.2833,-15.25,77.5,6.15
Grand-Lahou,100,CI,1632287768,95,5.1367,-5.0242,74.98,7.96
Forest Lake,4,US,1632287636,89,45.2789,-92.9852,54.36,6.2
Acaraú,15,BR,1632287769,86,-2.8856,-40.12,76.64,11.16
Zhezkazgan,67,KZ,1632287769,37,47.8043,67.7144,48.67,13.73
Vostok,100,RU,1632287770,98,46.4856,135.8833,53.64,2.57
Zavallya,100,UA,1632287770,73,48.2135,30.0156,46.26,11.05
Bam,0,IR,1632287771,11,29.106,58.357,89.49,4.97
Kovernino,100,RU,1632287771,73,57.1253,43.8142,42.98,13.4
